stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8220DB000526,526,Copeland Grove,,53.3668695721479,-6.22111227858031,,,,
8220DB000527,527,Ashbrook,,53.3680198762275,-6.21267888054445,,,,
8220DB000528,528,Castle Grove,,53.369264080697,-6.20993674463178,,,,
8220DB000529,529,Collins Avenue,,53.3705774149451,-6.20761234516729,,,,
8220DB000530,530,Killester Village,,53.371224,-6.204023,,,,
8220DB000531,531,The Demesne,,53.3732509125103,-6.20130788472614,,,,
8220DB000532,532,The Meadows,,53.375802080403,-6.19347468575652,,,,
8220DB000533,533,Ennafort Park,,53.3775832778026,-6.18705613952442,,,,
8220DB000534,534,Cill Eanna,,53.37875,-6.18164,,,,
8220DB000535,535,Raheny,,53.380257073034,-6.17730695711373,,,,
8220DB000536,536,Raheny Library,,53.3804237567076,-6.17351172677606,,,,
8220DB000537,537,Avondale Park,,53.3799012003047,-6.16815263497725,,,,
8220DB000538,538,Maywood,,53.3801380645862,-6.16426418318854,,,,
8220DB000539,539,Foxfield,,53.3806736618095,-6.15935564153758,,,,
8220DB000540,540,Lonsdale,,53.3813362763679,-6.1551179435333,,,,
8220DB000541,541,James Larkin Road,,53.3818727077496,-6.15202806844666,,,,
